Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
5233,Sara Swann,“Every single Republican blocked Ketanji Brown Jackson’s SCOTUS appointment.”,Facebook posts,"January 17, 2023",FALSE,FAKE,0,FAKE,
5234,Paul Specht,On supporting marriage rights for same-sex couples.,Thom Tillis,"January 17, 2023",half-flip,FAKE,0,FAKE,
5235,Ciara O'Rourke,Video shows Elon Musk talking about what “every failed leader” he met had in common.,Viral image,"January 17, 2023",FALSE,FAKE,0,FAKE,
5236,Madison Czopek,“All ‘gender affirming care’ for children is 100% experimental. There are zero long term studies on the effects the drugs and surgeries will have on them.”,Instagram posts,"January 17, 2023",barely-true,FAKE,0,FAKE,
5237,Jill Terreri,"California has twice the population of New York, but spends $260 billion, while New York spends $220 billion.",William Barclay,"• January 13,",barely-true,FAKE,0,FAKE,
5238,Gabrielle Settles,"Magic Johnson tested positive for HIV ""because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.""",Instagram posts,"January 13, 2023",pants-fire,FAKE,0,FAKE,
5239,Sara Swann,The cost of eggs has gone up 700%.,Facebook posts,"January 13, 2023",barely-true,FAKE,0,FAKE,
5240,Louis Jacobson,“Take-home pay for workers is going up.”,Joe Biden,"January 13, 2023",half-true,REAL,1,,
5241,Madeline Heim,“Every pro-life Governor up for election in November won – by a large margin.”,Scott Walker,"January 13, 2023",mostly-true,REAL,1,,
5242,Yacob Reyes,"""Florida's water is dirtier and sicker than when Gov. DeSantis first took office.""",Lindsay Cross,"January 13, 2023",half-true,REAL,1,,
5243,Maria Ramirez,“The White House is now attempting to ban all gas ovens and burners.”,Sean Hannity,"• January 12,",FALSE,FAKE,0,FAKE,
5244,Ciara O'Rourke,Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.,Viral image,"January 12, 2023",pants-fire,FAKE,0,FAKE,
5245,Ciara O'Rourke,Video shows Hillary Clinton being arrested.,Viral image,"January 12, 2023",pants-fire,FAKE,0,FAKE,
5246,Gabrielle Settles,“Lula's staff infiltrated and caused damage while the Brazilian Patriots cleaned up.”,Instagram posts,"January 12, 2023",pants-fire,FAKE,0,FAKE,
5247,Ciara O'Rourke,Coronavirus is a Latin word for “heart attack virus.”,Viral image,"January 12, 2023",FALSE,FAKE,0,FAKE,
5248,Tom Kertscher,Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the “2000 Mules” movie’s use of cell data is unfounded.,John Rich,"January 12, 2023",FALSE,FAKE,0,FAKE,
5249,Jeff Cercone,The election in Brazil “was very clearly a rigged election.”,Tucker Carlson,"January 12, 2023",FALSE,FAKE,0,FAKE,
5250,Louis Jacobson,A “default on our debt” would be unprecedented in American history.,Hakeem Jeffries,"January 11, 2023",mostly-true,REAL,1,,
5251,Ciara O'Rourke,MMA fighter Victoria Lee died because of a COVID-19 vaccine.,Facebook posts,"January 11, 2023",FALSE,FAKE,0,FAKE,
5252,Amy Sherman,"""Parents that go to school board meetings"" and question the curriculum are being ""flagged by the Department of Justice and the FBI for attending a meeting.""",Scott Perry,"January 10, 2023",FALSE,FAKE,0,FAKE,
5253,Tom Kertscher,"COVID-19 vaccines ""provide zero benefit relative to risk for the young and healthy.""",Robert Malone,"January 10, 2023",FALSE,FAKE,0,FAKE,
5254,D.L. Davis,"""Historically, our spring elections (including for state Supreme Court) have a smaller turnout associated with them.""",Melissa Agard,"January 10, 2023",TRUE,REAL,1,,
5255,Andy Nguyen,"Tom Hanks shouting ""sexy baby"" is connected to Jeffery Epstein and pedophilia.",Instagram posts,"January 9, 2023",pants-fire,FAKE,0,FAKE,
5256,Samantha Putterman,Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.,Tweets,"January 9, 2023",FALSE,FAKE,0,FAKE,
5257,Louis Jacobson,"As president, Donald Trump “marshaled the full power of government to stop deadly drugs, opioids, and fentanyl from coming into our country. As a result, drug overdose deaths declined nationwide for the first time in nearly 30 years.""",Donald Trump,"January 9, 2023",barely-true,FAKE,0,FAKE,
5258,Jill Terreri,"A $5,000 stimulus loan is available.",Facebook posts,"• January 6,",FALSE,FAKE,0,FAKE,
5259,Gabrielle Settles,“Ray Epps confessed to Jan. 6 Committee he ‘orchestrated’ attack on Capitol”,Instagram posts,"January 6, 2023",barely-true,FAKE,0,FAKE,
5260,Gabrielle Settles,"Tee Higgins ""isn't even leaving the hospital till he knows (Damar) Hamlin is OK.""",Facebook posts,"January 6, 2023",FALSE,FAKE,0,FAKE,
5261,Samantha Putterman,"""Pope Benedict XVI and the Vatican requested that President Biden not attend Benedict’s funeral.""",Newsmax,"January 6, 2023",FALSE,FAKE,0,FAKE,
5262,Maria Ramirez,"Since a new immigration program was implemented, the number of Venezuelans trying to enter the U.S. illegally decreased “from about 1,100 per day to less than 250 per day on average.”",Joe Biden,"• January 6,",mostly-true,REAL,1,,
5263,Laura Schulte,“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,Tom Tiffany,"January 6, 2023",barely-true,FAKE,0,FAKE,
5264,Samantha Putterman,"There have been “1,598 athlete cardiac arrests since Jan 2021. 69% fatal.""",Liz Wheeler,"January 5, 2023",FALSE,FAKE,0,FAKE,
5265,Warren Fiske,“Kevin Adams wants to ban abortion.”,Aaron Rouse,"January 5, 2023",barely-true,FAKE,0,FAKE,
5266,Madison Czopek,Buffalo Bills player Damar Hamlin’s collapse was caused by the COVID-19 vaccine.,Instagram posts,"January 4, 2023",FALSE,FAKE,0,FAKE,
5267,Yacob Reyes,"After Joe Biden became vice president, at the behest of his father, he gave his uncle, Frank H. Biden, a Purple Heart for serving in the U.S. military during World War II.",Joe Biden,"December 20, 2022",FALSE,FAKE,0,FAKE,
5268,Tom Kertscher,"Says he has been to “Afghanistan, Iraq and those areas” twice as president.",Joe Biden,"December 20, 2022",FALSE,FAKE,0,FAKE,
5269,Andy Nguyen,“Literally five (homeless) people a day die on our streets” in the city of Los Angeles.,Karen Bass,"December 20, 2022",mostly-true,REAL,1,,
5270,Liam Halawith,Luana Stoltenberg “originally LOST her race for Iowa State House when Machines declared the Democrat the Winner.”,Kari Lake,"December 20, 2022",half-true,REAL,1,,
5271,Ciara O'Rourke,Tesla launched a cryptocurrency platform that “aims to help families become wealthier.”,Bloggers,"December 20, 2022",FALSE,FAKE,0,FAKE,
5272,Ciara O'Rourke,A video shows Rep. Matt Gaetz threatening Robert Mueller with jail time.,Facebook posts,"December 20, 2022",FALSE,FAKE,0,FAKE,
5273,Ciara O'Rourke,"Elon Musk said, “I predict that I will buy tomorrow the entire Meta company.”",Instagram posts,"December 20, 2022",FALSE,FAKE,0,FAKE,
5274,Ciara O'Rourke,People who stole U.S. Postal Service uniforms are posing as postal workers and robbing people at gunpoint.,Facebook posts,"December 20, 2022",FALSE,FAKE,0,FAKE,
5275,Jeff Cercone,“The FDA finally came out and said that Pfizer’s COVID shot causes blood clots.”,Instagram posts,"December 20, 2022",FALSE,FAKE,0,FAKE,
5276,Ciara O'Rourke,“The Simpsons predicted Pizzagate.”,Viral image,"December 20, 2022",pants-fire,FAKE,0,FAKE,
5277,Ciara O'Rourke,A video shows Jim Jordan saying the 2020 “election was stolen.”,Facebook posts,"December 20, 2022",FALSE,FAKE,0,FAKE,
5278,Ciara O'Rourke,A video shows migrants faking tears for news cameras.,Facebook posts,"December 20, 2022",FALSE,FAKE,0,FAKE,
5279,Ciara O'Rourke,"Elon Musk said, “In some parts of the world, journalists get murdered for crossing the wrong people.”",Viral image,"December 20, 2022",FALSE,FAKE,0,FAKE,
5280,Madison Czopek,"“My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk.”",Elon Musk,"December 19, 2022",full-flop,FAKE,0,FAKE,
5281,Ciara O'Rourke,Russia’s Army was “destroyed.”,Facebook posts,"December 19, 2022",FALSE,FAKE,0,FAKE,
5282,Ciara O'Rourke,Cellphones can be used to pop popcorn kernels.,Facebook posts,"December 19, 2022",FALSE,FAKE,0,FAKE,
5283,Ciara O'Rourke,A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.,Viral image,"December 19, 2022",FALSE,FAKE,0,FAKE,
5284,Yacob Reyes,"Florida Senate Bill 2A does not provide ""immediate relief"" to homeowners dealing with high property insurance rates and ""will force some … constituents to pay up to 20% more.""",Rita Harris,"December 19, 2022",mostly-true,REAL,1,,
5285,Tom Kertscher,"The U.S. ""trade deficit with China has gone from about $80 billion a year in the 1990s to $400 billion a year.”",Ro Khanna,"December 19, 2022",mostly-true,REAL,1,,
5286,Ciara O'Rourke,A video shows lawmakers in compromising positions with children.,Viral image,"December 16, 2022",pants-fire,FAKE,0,FAKE,
5287,Andy Nguyen,A “well-crafted garlic salve” can “heal any ailment of the lungs and respiratory system.”,Instagram posts,"December 16, 2022",FALSE,FAKE,0,FAKE,
5288,Ciara O'Rourke,A video shows Rep. Jim Jordan threatening House Speaker Nancy Pelosi with “‘possible’ jail time.”,Facebook posts,"December 16, 2022",pants-fire,FAKE,0,FAKE,
5289,Ciara O'Rourke,"Says U.S. Rep. Katie Porter, D-Calif., “says pedophilia isn’t a crime — it’s an identity.”",Viral image,"December 16, 2022",pants-fire,FAKE,0,FAKE,
5290,D.L. Davis,"""Latina workers make 54 cents for every dollar earned by white, non-Hispanic men.""",Tammy Baldwin,"December 16, 2022",TRUE,REAL,1,,
5291,Jeff Cercone,"Human traffickers are putting toxin-laced tissues on gas pumps and door handles, then waiting for potential victims to pass out.",Instagram posts,"December 16, 2022",FALSE,FAKE,0,FAKE,
5292,Madison Czopek,The COVID-19 vaccines were linked to the deaths of 80 Canadian doctors.,Instagram posts,"December 16, 2022",FALSE,FAKE,0,FAKE,
5293,Jeff Cercone,"There are a record high cases of flu in the U.S. this year, and “last year there were none.”",Instagram posts,"December 15, 2022",FALSE,FAKE,0,FAKE,
5294,Ciara O'Rourke,Stephen Boss died because of the COVID-19 vaccine.,Tweets,"December 15, 2022",FALSE,FAKE,0,FAKE,
5295,Gabrielle Settles,"Video shows Sen. John Kennedy telling Secretary of Homeland Security Alejandro Mayorkas, “You will be impeached.”",Facebook posts,"December 15, 2022",FALSE,FAKE,0,FAKE,
5296,Ciara O'Rourke,"Video shows Attorney General Merrick Garland saying, “Wait for revenge.”",Facebook posts,"December 15, 2022",pants-fire,FAKE,0,FAKE,
5297,Amy Sherman,Kari Lake’s lawsuit “exposes Arizona used no signature verification.”,Facebook posts,"December 15, 2022",FALSE,FAKE,0,FAKE,
5298,Kristin Hugo,"England’s Oxfordshire County Council has passed a trial ""climate lockdown,"" “confining residents to their own neighbourhoods.”",Facebook posts,"December 15, 2022",FALSE,FAKE,0,FAKE,
5299,Ciara O'Rourke,Pfizer confirmed stiff-person syndrome is an adverse effect of the COVID-19 vaccine.,Instagram posts,"December 15, 2022",FALSE,FAKE,0,FAKE,
5300,Ciara O'Rourke,Grant Wahl died because of the COVID-19 vaccine.,Facebook posts,"December 14, 2022",FALSE,FAKE,0,FAKE,
5301,Yacob Reyes,"Sen. Kyrsten Sinema ""voted with the president 93% of the time.""",Karine Jean-Pierre,"December 14, 2022",mostly-true,REAL,1,,
5302,Louis Jacobson,"“For the last several months, wages have gone up more than prices have gone up.”",Joe Biden,"December 14, 2022",mostly-true,REAL,1,,
5303,Gabrielle Settles,The Federal Reserve “has suspended the availability of new currency.”,Facebook posts,"December 14, 2022",FALSE,FAKE,0,FAKE,
5304,Tom Kertscher,Joe Biden’s $36 billion for a union pension fund is “the largest private pension bailout in American history.”,Kevin Brady,"December 14, 2022",TRUE,REAL,1,,
5305,Warren Fiske,“The Virginia GOP education agenda (would) erase slavery from VA history.”,Democratic Legislative Campaign Committee,"December 14, 2022",barely-true,FAKE,0,FAKE,
5306,Andy Nguyen,"Large machinery is “required to move 500,000 pounds of earth in order to get the minerals needed for one single Tesla car battery.”",Instagram posts,"December 13, 2022",FALSE,FAKE,0,FAKE,
5307,Ciara O'Rourke,The war in Ukraine is “all over.”,Facebook posts,"December 13, 2022",FALSE,FAKE,0,FAKE,
5308,Ciara O'Rourke,This video shows Chuck Grassley demanding Joe Biden’s “resignation.”,Facebook posts,"December 13, 2022",FALSE,FAKE,0,FAKE,
5309,Ciara O'Rourke,Early vote counts after the polls closed in Georgia’s U.S. Senate runoff are evidence of election fraud.,Instagram posts,"December 13, 2022",pants-fire,FAKE,0,FAKE,
5310,Amy Sherman,“We have 85 million Americans who have no health insurance.”,Bernie Sanders,"December 13, 2022",half-true,REAL,1,,
5311,Jeff Cercone,Recent blood clots or strokes in four major athletes are an unwanted effect of COVID-19 vaccines.,Facebook posts,"December 13, 2022",FALSE,FAKE,0,FAKE,
5312,Madison Czopek,The Human Meat Project is using donated bodies and organs to create “alternative meat consumption options.”,Facebook posts,"December 12, 2022",FALSE,FAKE,0,FAKE,
5313,Ciara O'Rourke,“JAG charges Nancy Pelosi with treason and seditious conspiracy.”,Viral image,"December 12, 2022",pants-fire,FAKE,0,FAKE,
5314,Ciara O'Rourke,"Pfizer CEO Albert Bourla resigned, saying mRNA vaccines are “not safe.”",Viral image,"December 12, 2022",FALSE,FAKE,0,FAKE,
5315,Jill Terreri,Proposed rule would limit milk for WIC participants,Elise Stefanik,"• December 10,",TRUE,REAL,1,,
5316,Ciara O'Rourke,Katie Hobbs signing Arizona’s election certification was “unconstitutional.”,Viral image,"December 9, 2022",FALSE,FAKE,0,FAKE,
5317,Ciara O'Rourke,"Elon Musk tweeted, “The Democrats paid the CEO Jack Dorsey of Twitter millions of dollars to block and delete people’s pages during the 2020 election.”",Viral image,"December 9, 2022",FALSE,FAKE,0,FAKE,
5318,Andy Nguyen,"“Since the COVID jabs were rolled out, at least 1.1 million Americans have 'died suddenly.'”",Instagram posts,"December 9, 2022",FALSE,FAKE,0,FAKE,
5319,Ciara O'Rourke,Fluctuating vote count in Fox News coverage of the Georgia U.S. Senate runoff is evidence of voter fraud.,Viral image,"December 9, 2022",FALSE,FAKE,0,FAKE,
5320,Ciara O'Rourke,Rod Stewart’s son “was rushed to the hospital … with a suspected heart attack” because of a COVID-19 vaccine.,Instagram posts,"December 9, 2022",pants-fire,FAKE,0,FAKE,
5321,Ciara O'Rourke,Video shows a child telling Jill Biden to “shut up” during a speech.,Instagram posts,"December 9, 2022",FALSE,FAKE,0,FAKE,
5322,Ciara O'Rourke,Video shows former President Donald Trump saying he “just can’t be upset” with Kanye West.,Viral image,"December 9, 2022",FALSE,FAKE,0,FAKE,
5323,Ciara O'Rourke,Fluctuating Georgia U.S. Senate runoff vote count is evidence of election fraud.,Viral image,"December 9, 2022",FALSE,FAKE,0,FAKE,
5324,D.L. Davis,"In Milwaukee, ""The (homicide) rate has nearly doubled in the past two years.""",Bryan Steil,"December 9, 2022",TRUE,REAL,1,,
5325,Ciara O'Rourke,“Holiday heart syndrome” is a cover for deaths caused by the COVID-19 vaccine.,Viral image,"December 9, 2022",FALSE,FAKE,0,FAKE,
5326,Ciara O'Rourke,Drone footage confirms Jeffrey Epstein is alive.,Instagram posts,"December 8, 2022",pants-fire,FAKE,0,FAKE,
5327,Jeff Cercone,Paul Pelosi hasn’t been seen in public for months because he had mpox.,Instagram posts,"December 8, 2022",pants-fire,FAKE,0,FAKE,
5328,Gabrielle Settles,"On the day of the Dec. 6 runoff, “armed groups of Black Panthers” were “reportedly patrolling certain voting locations” in Georgia.",Kelly Loeffler,"December 8, 2022",FALSE,FAKE,0,FAKE,
